,sms_message,label
5569,"Pity, * was in mood for that. So...any other suggestions?",0
5075,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0
3596,Huh but i cant go 2 ur house empty handed right?,0
482,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",0
756,So why didnt you holla?,0
3268,Ok then i come n pick u at engin?,0
5485,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,0
1461,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0
1364,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0
104,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0
982,Reckon need to be in town by eightish to walk from * carpark.,0
3744,"Nah, Wednesday. When should I bring the mini cheetos bag over?",0
2872,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,0
2957,Yes there were many sweets,0
3428,Haha okay... Today weekend leh... ,0
3148,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0
520,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,0
5501,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,1
5453,Except theres a chick with huge boobs.,0
2738,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,0
4425,Update your face book status frequently :),0
4744,I am in hospital da. . I will return home in evening,0
3302,RCT' THNQ Adrian for U text. Rgds Vatian,1
971,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0
682,Ü log off 4 wat. It's sdryb8i,0
3702,Shall i get my pouch?,0
3135,Ok going to sleep. Hope i can meet her.,0
2504,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0
1416,Jay is snickering and tells me that x is totally fucking up the chords as we speak,0
4560,Think + da. You wil do.,0
1131,Howz pain?hope u r fine..,0
4526,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,0
3464,i am seeking a lady in the street and a freak in the sheets. Is that you?,0
2150,Waaaat?? Lololo ok next time then!,0
4751,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",0
2163,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0
4649,We are okay. Going to sleep now. Later,0
4576,Not directly behind... Abt 4 rows behind ü...,0
4935,Hey do you want anything to buy:),0
1856,K.:)you are the only girl waiting in reception ah?,0
4225,Double eviction this week - Spiral and Michael and good riddance to them!,0
4175,And pls pls drink plenty plenty water,0
1113,So that means you still think of teju,0
120,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1
3581,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",0
3614,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,0
3028,You still at the game?,0
837,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1
1381,i dnt wnt to tlk wid u,0
4493,Probably a couple hours tops,0
4417,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,0
4282,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",0
4477,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,0
2216,Prabha..i'm soryda..realy..frm heart i'm sory,0
723,That is wondar full flim.,0
2416,Huh means computational science... Y they like dat one push here n there...,0
2207,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",1
2518,"Sorry, I'll call later",0
4986,Dont let studying stress you out. L8r.,0
65,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",1
3150,"Sorry,  in meeting I'll call you later",0
5161,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,0
936,Then dun wear jeans lor...,0
957,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0
330,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,0
4443,Dear i am not denying your words please,0
5279,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",0
4585,Noooooooo please. Last thing I need is stress. For once in your life be fair.,0
1327,"Sorry, was in the bathroom, sup",0
945,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0
4522,Hi good mornin.. Thanku wish u d same..,0
2217,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,0
2277,Love you aathi..love u lot..,0
372,I will spoil you in bed as well :),0
1979,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,0
2857,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",0
2104,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,0
713,08714712388 between 10am-7pm Cost 10p,1
2389,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",0
1903,My sister got placed in birla soft da:-),0
3959,So i could kiss and feel you next to me...,0
3586,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0
3370,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,0
3736,"It‘s £6 to get in, is that ok?",0
627,How many licks does it take to get to the center of a tootsie pop?,0
5556,Yes i have. So that's why u texted. Pshew...missing you so much,0
3316,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",1
2467,He is world famamus....,0
2717,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0
3663,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",0
5558,"Sorry, I'll call later",0
3039,You are not bothering me but you have to trust my answers. Pls.,0
3633,Oooh I got plenty of those!,0
2990,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1
776,Thanks for picking up the trash.,0
2866,He says hi and to get your ass back to south tampa (preferably at a kegger),0
5194,Ok... Take ur time n enjoy ur dinner...,0
2406,I'm meeting Darren...,0
4015,"Sorry, I can't text &amp; drive coherently, see you in twenty",0
89,"Ela kano.,il download, come wen ur free..",0
2022,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",0
1352,Yo theres no class tmrw right?,0
4542,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0
1860,What's up. Do you want me to come online?,0
7,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
1199,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",0
4347,You still around? I could use a half-8th,0
4793,Gd luck 4 ur exams :-),0
664,Leave it de:-). Start Prepare for next:-)..,0
156,Aaooooright are you at work?,0
3172,Still otside le..u come 2morrow maga..,0
3754,Ya that one is slow as poo,0
4029,Lol its ok I didn't remember til last nite,0
3568,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,1
2392,PICK UR FONE UP NOW U DUMB?,0
4824,:-) :-),0
673,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,1
1919,Is fujitsu s series lifebook good?,0
2877,Fuck cedar key and fuck her (come over anyway tho),0
5341,And of course you should make a stink!,0
4258,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1
3767,Yes.mum lookin strong:),0
1223,Teach me apps da. When you come to college.,0
3483,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1
5392,Ooooooh I forgot to tell u I can get on yoville on my phone,0
1441,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",0
5201,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1
2868,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",0
1144,And is there a way you can send shade's stuff to her. And she has been wonderful too.,0
1529,Hey what happen de. Are you alright.,0
2411,Ok... Thanx... Gd nite 2 ü too...,0
3947,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,0
5030,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),1
3612,No. I.ll meet you in the library,0
68,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",1
1070,Jus finish bathing...,0
658,You will be in the place of that man,0
3125,My uncles in Atlanta. Wish you guys a great semester.,0
5017,Hey gals...U all wanna meet 4 dinner at nìte? ,0
3878,"Sorry sir, i will call you tomorrow.  senthil.hsbc",0
2743,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,0
5218,I accidentally brought em home in the box,0
4535,I have no money 4 steve mate! !,0
2597,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,0
3089,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0
2827,Ok lor...,0
5232,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1
57,"Sorry, I'll call later in meeting.",0
4308,I guess it is useless calling u 4 something important.,0
2712,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0
3024,You are a very very very very bad girl. Or lady.,0
2604,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,0
