,comment,label
2508,"Stop managing your portfolio and write to him since you keep losing money, his a trading pro. He will help you win passively.",1
11118,These actors need medals.,0
8641,This Ostrich Was Haul Assin 😭😭😂😂I’m Dead,0
8034,I have kevin hart phone number,0
5608,Everyone saying: its so delicious I love it <br>Me right now: searching the sauce pan he used in his video,0
9382,"This song is so real how evil , breathe into me",0
1350,"This is quite needful but for beginners, we shouldn't settle for videos alone, we should Be prepared to contribute. Sure, there are already financial analysts and PhDs that have shelled out theories and ideas for years, but that doesn’t mean you can’t contribute.",1
8528,Love this,0
1349,I can unequivocally say that trading is one of the most profitable and lucrative business for every investors with the right expert.,1
4194,I personally recommend the name up there👆👆 for active private key,1
3051,"One of my favorite expert trader is Max, he does real TA and his trade signals fetches me around 10Btc every month.",1
6408,No cake,0
4058,"👆👆👆 YOU NEED HELP FOR REACTIVATION FOR ANY LOST SOCIAL MEDIA PAGE OR LOST PASSWORD AND GETTING ACCESS INTO YOUR PARTINERS PHONE 📱 REMOTELY WITHOUT HIS OR HER CONCEPT, THE NAME ABOVE DOES IT PERFECTLY............",1
6620,how many calories does this burn?,0
5181,don't watch my latest video,1
10863,This is what a deranged dictator does to his people...intimidates them into compliance. This is how a selfish KING acts...not a &quot;politician&quot; that is supposed to care for the people he is supposed to lead. Russia need&#39;s another revolution. Take back their country from the grips of an isolated mad man leading them to the abyss.,0
6257,"It will work, baking soda is a necessity for making cakes baking powder isn&#39;t, I mean you can make a cake with just baking powder in it, but you can&#39;t make one just with baking powder and another thing is that the oreo&#39;s that he just crushed already have some rising agent, so it will work.",0
6440,Yami,0
6161,@Navya Santhosh honestly even i don&#39;t recommend it but if you are out of options then you can try it..just spread oil nicely in the pan and i guess it&#39;ll do the work,0
8910,Shameful using so much sex to sell a great song,0
1559,MRS HANNAH IS PERFECT AND HER METHOD WORKS LIKE MAGIC I KEEP ON EARNING EVERY SINGLE WEEK WITH HER NEW STRATEGY,1
5074,AMWAY FOR CRYPTO !!! YAY !!!!!!!!!!!!,1
1013,That would be..... so cool!!!,1
8230,"Those were the days when Kevin was ridiculously funny, just funny period. shit has changed",0
6366,Wow so simple.... thanks,0
1243,Brilliant!!!,1
2270,"thank you so much , it worked 🙂",1
144,If i reach 100 subscribers i will tazz my self and my friend﻿,1
4355,i stumbled upon one of her clients testimonies and decided to try her out.. i'm expecting my third cashout in 2days,1
4418,She helped me recover what I lost trying to trade my self,1
926,check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,1
7063,1:✅<br>2:✅<br>3:✅<br>4:✅<br>5:✅<br>6:<br>7:,0
2573,"𝖡𝖾𝗌𝗍 𝗋𝖾𝗌𝗎𝗅𝗍 𝖿𝗋𝗈𝗆 *36hacks* 𝗈𝗇 *-!!𝗇𝗌𝗍𝖺𝗀𝗋𝖺𝖬-* 𝗁𝖾'𝗌 𝖺 𝗉𝗋𝗈𝖿𝖾𝗌𝗌𝗂𝗈𝗇𝖺𝗅, 𝖼𝗁𝖾𝖼𝗄 𝗁𝗂𝗆 𝗈𝗎𝗍 ....",1
2169,"Thinking of a right and choosen one in business, Mrs Rothy is the choosen one.",1
7783,"Yall i found cookie from empire <a href=""https://www.youtube.com/watch?v=cLnFSqpyQDg&amp;t=9m03s"">9:03</a>  🤣",0
5230,"1 Crypto is the future: Cardano: Prrof of Stake (with diminishing returns to eliminate monopolization/‘rich advantage’), smart contracts, only peer reviewed crypto in existence, and created in the banking-capital of the world: Switzerland (people who know what they’re doing).",1
688,"••••►►My name is George and let me tell u EMINEM is my idol my inspiration, I&#39;ve listen to him growing up, I never thou I would love rap this much But I thank him for helping me find my dream. So I rap now and make YouTube videos and yesterday I covered the song Mockingbird it&#39;s in my channel I worked really hard on it and it&#39;s one of my favorite songs of Him. So please go check it out and subscribe it would mean the world to me n sorry for the spam ◄◄••­•• don&#39;t hate I&#39;m not Eminem",1
2648,".
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 .",1
10735,Tell me you have a gun against your head without telling me you have a gun against your head.,0
1909,"Understanding the market is very difficult when you have limited knowledge, after i saw the profit my friend made in a month trading with Paulson's strategy i also gave it a try, i started out with 0.5 btc and i made 1 btc in 7 days, i must confess it is so overwhelming.",1
6712,"Day:1<br>I WAS SO EXHAUSTED AFTER it didnt show like my stomach fit after(ofcourse) but it&#39;s so hard but it&#39;s worth it,and chloe ting&#39;s ab workout is much harder than this,i feel like holding a dozen of rocks on each of my leg,see you on day 2 !<br><br>Day 2:I NEARLY DIED MY NECK IS SO STRAINED JUST FROM THE START AND IM SO LATE FOR CLASS I STARTED AT 9:28 AM FINISHED <a href=""https://www.youtube.com/watch?v=5cWxgnJgHHs&amp;t=9m39s"">9:39</a>,MY CLASS IS ON 10:00AM AND I STILL DIDNT TAKE A BATH,but it&#39;s currently <a href=""https://www.youtube.com/watch?v=5cWxgnJgHHs&amp;t=9m45s"">9:45</a> and im resting, day 2 was harder but it was fine.I dont rlly see any results maybe because i eat much or this doesnt work but im gonna keep doing it but this time i gtg take a bath im late for school bye !See u on day 3.",0
10536,"0.30 TO 0.46 R U SUGGESTING WE START NEGOTIATIONS ? OR RECOGNIZE SOVEREIGNITY ? was the questions posed by PUTIN when his own HEAD just said, &quot;in the worst case&quot; at 0.26 to 0.28 <br>within 5 seconds PUTIN had made up his MIND with respect to<br>1] what does it mean and <br>2] what are the possibilities that he was suggesting and <br>3] what about outcome of that possibilities...<br><br>may be even the best chess players in this world could not come to such a conclusive next steps soo fast and soo soon. His expression has clarity and brevity. He wanted a straight answer YES or NO. <br><br>Is there any world leader OR any body in the world who is in position at present, who can give a suggestion to him by answering YES or NO ? NO BODY, NONE...<br><br>WORLD PEACE...DON&#39;T KNOW WHEN IT COME&#39;S....😀😀😃😃😄<br><br>NOW FOR OUR PEACE OF MIND...💐🏵🌹🌻🌺<br><br>DON&#39;T KILL THE WORLD, ITS ALL WE HAVE ...<a href=""https://youtu.be/P4lIIssmsXM"">https://youtu.be/P4lIIssmsXM</a>",0
5694,"don’t really understand what i did wrong. it never cooked, it just boiled into a steamy goop of milk n oreo.",0
5930,"Ahm im curios can we use powder milk?, Were just gonna mix the powder milk with water, is it ok?",0
7292,"Did this <br>Day 1:✅ hard, didn’t manage to finish / do all<br>Day 2:❌did 2 and stopped bc my cousins came over<br>Day 3:✅getting used to it, it’s still a bit hard but ok<br><br>Edit: so basically I did all but forgot to document it so fast forward I’m on day 8<br>and it’s all going well <br>i also don’t see MUCH of a difference but keep in mind I’m also really constipated so my stomach is rock hard.",0
10963,Putler! Go to hell!,0
1209,"I bet the initial comments to QuantumMechanic were ""That's a terrible idea and would never work."", as usual.",1
10567,Where is the full video of this?,0
5898,Is it important to add  baking powder?,0
2121,I'M NEW TO BTC AND I'VE BEEN MAKING LOSSES TRYING TO MAKE PROFIT MYSELF IN TRADING...I THOUGHT TRADING ON DEMO ACCOUNT IS JUST LIKE TRADING THE REAL MARKET... CAN ANYONE HELP ME OUT OR AT LEAST ADVICE ME ON WHAT TO DO?,1
9425,Would you look at the rain man&#39;s plasma.....y&#39;all think this songs about rain?! Lmao,0
288,follow me on twitter: freyacumqueen﻿,1
11408,@theodore winston This is a perfect explanation. Thanks.,0
10070,Excellent. The German defeated. What a delight!,0
8033,"Kevin Hart is a comedic icon! You gonna learn today! Alright, alright, alright!",0
1068,"For anyone having -10 balance in the first run, see 8:05, he added a rewardTx object in the minePendingTransactions method and push in the pendingTransactions array. I guess he forgot to discuss about it in the video.
 
 Anyways thanks Xavier.",1
5526,Um great but I wonder if I can replace baking sode with other flour 🥺,0
853,Check out this playlist on YouTube:Central ﻿,1
824,HI IM 14 YEAR RAPPER SUPPORT ME GUY AND CHECK OUT MY CHANNEL AND CHECK OUT MY SONG YOU MIGHT LIKE IT ALSO FOLLOW ME IN TWITTER @McAshim for follow back.,1
10787,"first he wants ukraine, now he wants a lap dance from his spy chief? unbelievable.",0
9358,this is my favorite song   I LISTEND THIS SONG 10 TIMES A DAY,0
2464,1166,1
4579,"Extremely point by point video Well I will also say this here, Most people don't understand the concept of ""buying the dip"" buying the dip is all about buying digital assets when their prices are down and selling off when the price rises. Holding is great, although trading is far more profitable. I was able to grasp the knowledge of trading crypt0 assets early enough, but I was still limited due to my lack of technical understanding of how to analyze the digital market, all that changed when I encountered *VirtualCryptoMines🟡COM* , I must confess it was easier to understand with the assistance of Andy that has made me over good ᴄoin.",1
389,Check out this video on YouTube:﻿,1
6175,"Just tried this recipe , came out really well !",0
2380,telegam preferable,1
781,I&#39;m subscribing to you just because your comment was that great.,1
11429,Well this is even more embarrassing for Putin. His own intelligence chief cannot articulate the mission.,0
1420,This why 👆👆👆👆👆👆👆👆👆👆👆you’re such a pure soul who aalways lend his hand with money. I wish the world has more people like you without you I wouldn’t have setup my business successfully if not for the 5.4BTC I got from quick,1
2608,Can u check baby bitcoin $BBTC is onfire 🔥🔥🔥🔥🚀🚀🚀🚀WE GO TO THE MOON IS NEW SINCE JUNE 29 THE BEST COIN . IS ON COINGEKO AND COINMARKETCAP ..THANKS FOR U VIDEO AND ATTENTION,1
11168,I can smell the shit in his pants.,0
3480,BITCOIN SUCCESSFULLY GENERATED INTO BITCOIN WALLET @BITHUBTECH ON TELEGRAM WITHOUT ANY ISSUES AND IRRELEVANT CHARGES 3BTC SUCCESSFUL✅✅✅,1
8961,"Uh huh, uh huh<br>Yeah, Rihanna<br>Uh huh, uh huh<br>Good girl gone bad<br>Uh huh, uh huh<br>Take three, action<br>Uh huh, uh huh, Hov<br>No clouds in my stones<br>Let it rain, I hydroplane in the bank<br>Comin&#39; down at the Dow Jones<br>When the clouds come, we gone<br>We Rocafella<br>We fly higher than weather<br>In G5s or better<br>You know me<br>In anticipation for precipitation stack chips for the rainy day<br>Rain Man is back with little Ms. Sunshine<br>Rihanna, where you at?<br>You have my heart, and we&#39;ll never be worlds apart<br>Maybe in magazines, but you&#39;ll still be my star<br>Baby, &#39;cause in the dark<br>You can&#39;t see shiny cars<br>And that&#39;s when you need me there<br>With you I&#39;ll always share<br>Because<br>When the sun shines, we&#39;ll shine together<br>Told you I&#39;ll be here forever<br>Said I&#39;ll always be your friend<br>Took an oath, I&#39;ma stick it out &#39;til the end<br>Now that it&#39;s raining more than ever<br>Know that we&#39;ll still have each other<br>You can stand under my umbrella<br>You can stand under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh, eh, eh, eh<br>These fancy things will never come in between<br>You&#39;re part of my entity, here for infinity<br>When the world has took its part<br>When the world has dealt its cards<br>If the hand is hard, together we&#39;ll mend your heart<br>Because<br>When the sun shines, we shine together<br>Told you I&#39;ll be here forever<br>Said I&#39;ll always be your friend<br>Took an oath, I&#39;ma stick it out &#39;til the end<br>Now that it&#39;s raining more than ever<br>Know that we&#39;ll still have each other<br>You can stand under my umbrella<br>You can stand under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh, eh, eh, eh<br>You can run into my arms<br>It&#39;s okay, don&#39;t be alarmed<br>Come into me<br>(There&#39;s no distance in between our love)<br>So gon&#39; and let the rain pour<br>I&#39;ll be all you need and more<br>Because<br>When the sun shines, we shine together<br>Told you I&#39;ll be here forever<br>Said I&#39;ll always be your friend<br>Took an oath, I&#39;ma stick it out &#39;til the end<br>Now that it&#39;s raining more than ever<br>Know that we&#39;ll still have each other<br>You can stand under my umbrella<br>You can stand under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh<br>Under my umbrella, ella, ella, eh, eh, eh, eh, eh, eh<br>It&#39;s raining, raining<br>Ooh, baby, it&#39;s raining, raining<br>Baby, come into me<br>Come into me<br>It&#39;s raining, raining<br>Ooh, baby, it&#39;s raining, raining<br>You can always come into me<br>Come into me<br>It&#39;s pouring rain<br>It&#39;s pouring rain<br>Come into me<br>Come into me<br>It&#39;s pouring rain<br>It&#39;s pouring rain",0
